date,ROR,COPPER,EUR,SP500,US10,GOLD_micro,GAS_US_mini,CRUDE_W_mini
4/6/2000,-0.0016,-0.036805556,-0.002493444,0.00798005,-0.006043599,-0.001536957,0.002840388,-0.024915062
4/7/2000,0.0057,0.006488825,-0.004826962,0.008576612,,-0.000279877,0.001096391,-0.06155633
4/10/2000,-0.0031,0.011461318,0.005716513,-0.005233034,0.018241037,0.002099664,4.56E-05,-0.126237624
4/11/2000,-0.0069,0.005665722,-0.002239159,-0.001972711,-0.017914263,-0.000419053,-0.001003879,0.04815864
4/12/2000,-0.0026,-0.002816901,-0.002416814,-0.027672542,-0.018458192,-0.000279486,0.002877632,0.152702703
4/13/2000,0.0012,-0.01059322,-0.001817002,-0.014230053,0.011061944,-0.000419346,0.002960466,-0.045720985
4/14/2000,0.0072,-0.022840828,0.0037273,-0.060491493,0.007002186,0.001957768,-0.000544934,-0.035626536
4/17/2000,0.002,-0.014609204,-0.004404335,0.032924822,-0.019122115,-0.000558269,0.003589441,0.015286624
4/18/2000,-0.0056,0.031134173,-0.005464718,0.028333628,-0.001993797,-0.001675744,-0.002308946,-0.001254705
4/19/2000,0.0012,0.007189073,-0.006977454,-0.00895471,0.015316311,-0.000699399,-0.001815129,0.072864322
4/20/2000,-0.0031,-0.005710207,-0.002810592,0.004865334,-0.00218627,-0.001399776,0.000545529,0.007025761
4/21/2000,0.0011,,,,,,,
4/24/2000,-0.0001,0,0.002554278,-0.006916825,0,-0.000420521,0.002680722,0.018604651
4/25/2000,0.0039,0.033740129,-0.01730727,0.036218005,-0.019719539,-0.001963259,-0.001042233,-0.0456621
4/26/2000,0.0004,-0.009027778,0.003218452,-0.009410183,0.000670541,-0.003793733,-0.001496938,-0.011961722
4/27/2000,0.0004,0.006306938,-0.011674019,-0.005428329,-0.020549469,0.001833568,-0.001408323,0.055690073
4/28/2000,0.0003,-0.000696379,-0.001352509,-0.004775712,0.003420752,-0.005209067,0.003821482,0.010321101
5/1/2000,-0.0054,0.005574913,0.006681414,0.011653813,-0.006590907,0.000141523,0.00353501,0.005675369
5/2/2000,-0.0061,0.02979903,-0.008251491,-0.01761816,-0.008236099,0.003113061,-4.52E-05,0.048532731
5/3/2000,0.0014,-0.004037685,-0.010581054,-0.019313675,-0.014532868,0.002962336,-0.003884021,-0.026910657
5/4/2000,-0.0008,0.001351351,-0.00548421,0,-0.011704116,0.002953586,-0.000861444,-0.006637168
5/5/2000,-0.0041,0.028340081,0.007628326,0.011957095,-0.008763616,-0.001542561,-0.003357989,0.026726058
5/8/2000,0.0033,-0.00656168,-0.001368176,-0.006950478,-0.008841096,-0.003511236,0.006237764,0.060737527
5/9/2000,0.0001,-0.00660502,0.008768324,-0.007699038,0.007714559,0.000845666,0.000588235,0.053169734
5/10/2000,0.0053,-0.002659574,0.002082484,-0.021865632,0.015311,0.000704126,0.005969339,-0.000970874
5/11/2000,0.0087,0.002,-0.008674046,0.019469984,0.004712534,-0.003095975,0.001618341,0.063168124
5/12/2000,-0.0101,0.019294744,0.01722645,0.011317418,-0.018527199,0.000564653,0.000179525,0.031078611
5/15/2000,0.006,-0.005221932,-0.005376103,0.01888442,0.008602148,-0.000705418,0.002064169,0.028368794
5/16/2000,0.001,0.013779528,-0.008287915,0.009610434,0.006870408,-0.000282366,0.002283821,-0.005172414
5/17/2000,0.0086,-0.010355987,-0.007630467,-0.010198878,-0.010117644,-0.003389352,0.010544187,0.003466205
5/18/2000,0.0087,0.002616089,-0.001830747,-0.010303967,-0.015925833,-0.000141703,0.000309488,0.044905009
5/19/2000,-0.0082,-0.003261579,0.005135495,-0.018740239,0.012077291,0.00127551,0.005436464,-0.008264463
5/22/2000,-0.0041,-0.015052356,0.005200493,-0.007780725,0.017661092,0.002264685,-0.003604713,-0.069166667
5/23/2000,0.0014,0.004651163,0.000998412,-0.015683479,-0.003283301,-0.002118345,0.002691256,0.002685765
5/24/2000,0.0103,0.005291005,0.000906742,0.014484881,,-0.001273705,0.010648128,0.058035714
5/25/2000,-0.0025,-0.007894737,0.004710785,-0.009280742,0.015058819,-0.004392801,0.006443467,0.025316456
5/26/2000,-0.0081,0.00397878,0.017131779,-0.000720591,0.013444595,0.002134927,0.001816845,-0.047736626
5/29/2000,-0.0002,,,,,,,
5/30/2000,-0.0023,-0.031704095,0.000354594,0.02884442,-0.009377856,0.000142025,0.003022583,0.036300778
5/31/2000,-0.0014,0.004092769,0.003456068,-0.004205362,0.016162544,-0.000994036,0.000344397,-0.065054212
6/1/2000,0.0002,-0.004076087,-0.002914293,0.021115608,0.015451029,0.000852878,-0.01269527,0.070472792
6/2/2000,-0.0109,-0.025238745,0.008237013,0.016543167,0.008726782,0.012498225,-0.00143841,-0.005
6/5/2000,-0.0111,0.012596221,0.005534326,-0.004068486,0.006433006,0.005610885,0.01309529,-0.033500838
6/6/2000,-0.007,0.003455425,0.005503866,-0.004765957,-0.003085739,0.005021621,-0.002972985,0.003466205
6/7/2000,0.0037,-0.013774105,0.005473739,0.006841115,0.001326553,-0.002498265,-0.013828868,0.033678756
6/8/2000,0.0023,0.004189944,-0.004061352,-0.004756243,0.002428792,-0.004452484,0.00762489,-0.027568922
6/9/2000,0.0069,0.00069541,-0.002602924,-0.002730841,-0.002643171,-0.00055905,0.001304688,0.003436426
6/12/2000,0.0025,-0.004864489,-0.000347962,-0.010268698,0.007067136,0.003775696,0.00251911,0.073630137
6/13/2000,0.0059,0.009776536,0.00617848,0.017983745,-0.005921051,-0.001393146,-0.002296162,0.039872408
6/14/2000,0.0011,0.010373444,-0.000172973,0.00203839,0.014118681,0.008510045,0.004038386,-0.007668712
6/15/2000,-0.006,0.012320329,-0.006141603,0,-0.001087666,-0.002904966,0.007309056,-0.017001546
6/16/2000,0.0027,0.00811359,0.010357283,-0.00678081,0.011106269,-0.001248613,0.001760337,-0.057389937
6/19/2000,-0.0052,0.005365526,-0.005513202,0.011606076,-0.004522937,-0.004445062,-0.012857878,-0.017514595
6/20/2000,-0.0002,-0.020013342,-0.001126077,-0.004049266,-0.003461704,0.000139528,-0.000868357,0.052631579
6/21/2000,-0.0035,0.015656909,-0.011360187,0,-0.015197564,0,0.010907353,0.021774194
6/22/2000,-0.0038,-0.009383378,-0.006403228,-0.015585296,-0.002204585,-0.00125558,0.005975154,0.050513023
6/23/2000,0.0028,-0.00947226,-0.001589053,-0.008260196,-0.010384442,-0.003352424,-0.004059482,0.012772352
6/26/2000,0.0001,0.017076503,0.001680004,0.011105327,0.016968068,0.000981079,0.003947312,-0.026706231
6/27/2000,0.0007,-0.007387508,0.007414927,-0.006178136,0,0.002800336,0.003846318,0.035060976
6/28/2000,-0.002,0.00135318,-0.003066813,0,-0.002854006,0.009494555,-0.008940355,-0.018409426
6/29/2000,0.005,-0.014189189,0.007734564,-0.008979451,0.014090705,-0.004979253,0.000558443,0.03675919
6/30/2000,-0.0026,0.010281014,0.001221054,0.007666841,0.002822405,0.001112038,0.001846127,-0.010130246
7/3/2000,-0.001,,-0.002526242,0.014525333,0.009958863,,,
7/4/2000,0,,,,,,,
7/5/2000,-0.007,-0.002035278,0.002357976,-0.018408045,0.002786709,-0.00860872,-0.012856225,-0.07748538
7/6/2000,-0.0032,-0.014955812,-0.002700937,0.007640215,-0.010688325,-0.000980392,-0.003516388,-0.02614897
7/7/2000,-0.0004,0.002760524,-0.003319792,0.014475271,0.00864304,0,0.008713078,0.011391375
7/10/2000,-0.0034,0.010323469,0.006574046,-0.002717853,-0.004284489,0.00042058,-0.000863782,-0.023330652
7/11/2000,-0.0003,0.006811989,-0.002264118,0.00272526,-0.00344234,-0.002242152,0.001123887,0.028830313
7/12/2000,0.0021,0.00811908,-0.008815187,0.007474095,-0.005613125,-0.002668539,-0.009283247,0.036829464
7/13/2000,0.0046,-0.003355705,-0.005107207,0.002023268,0.014112024,-0.000704126,0.005491392,0.043243243
7/14/2000,-0.0019,-0.000673401,0.001150595,0.010095911,-0.019695991,0.001409245,-0.000736856,-0.000740192
7/17/2000,-0.0019,0.022911051,-0.001944923,-0.001332667,-0.009390694,0.003236701,-0.005899193,-0.035555556
7/18/2000,0.0011,0.001317523,-0.008149165,-0.006672227,0.000881834,-0.001542993,0.001265381,0.052227343
7/19/2000,-0.003,0,-0.003036392,-0.008060453,0,-0.004917112,-0.006101015,-0.004379562
7/20/2000,-0.0027,0.001315789,0.008509876,0.011511766,0.028634353,0.001129465,-0.001008462,-0.027859238
7/21/2000,0.0016,0.024967148,0.003641693,-0.018075314,0.002569592,0.000282048,-0.001141152,-0.055806938
7/24/2000,-0.0036,0.001923077,-0.003893978,-0.006136015,-0.008329771,-0.001832793,-0.00448194,-0.037539936
7/25/2000,0.002,0.001919386,0.004708809,0.002743955,0.002799913,0,-0.002295198,-0.005809129
7/26/2000,0.0037,-0.011494253,0.003183446,-0.010945784,0.000214777,0.000564972,0.005662715,-0.003338898
7/27/2000,0.001,0.013565891,-0.008374102,-0.003458413,0.006656644,-0.001552795,0.002331515,0.019262982
7/28/2000,0.0019,-0.003824092,-0.008000356,-0.022210654,-0.00426621,-0.001272445,-0.000219443,0.00903862
7/31/2000,-0.0053,0.007677543,0.003136341,0.005678793,0.000642673,-0.001274066,-0.002546093,-0.043973941
8/1/2000,-0.0026,-0.001269841,-0.005895752,0.005646727,0.008349388,0,0.00827392,0.021294719
8/2/2000,0.0021,-0.004450095,-0.007548187,0.003509388,0.004670912,-0.000708717,0.009733741,0.017514595
8/3/2000,0.0011,-0.001277139,-0.004798769,0.006294807,0.003803887,-0.004680851,0.001858816,0.016393443
8/4/2000,0.0027,0.00511509,0.000818815,0.006950478,0.008210524,-0.001140088,0.001639627,0.07016129
8/7/2000,-0.0024,-0.002544529,0.00036362,0.009663503,-0.008770096,0.000713369,0.002326182,-0.044461191
8/8/2000,0.0012,-0.012117347,-0.005997546,0.004101863,0.007794394,-0.000570288,0.002492694,0.016561514
8/9/2000,-0.0022,0.015493867,-0.003016867,-0.007489362,0.00167224,-0.001854494,0.000428706,0.064391001
8/10/2000,0.003,-0.011443102,0.008252717,-0.005487909,0.003964941,0.000428755,0.001756942,0.052478134
8/11/2000,-0.0033,-0.006430868,-0.004092583,0.00344887,-0.010392847,0.003857143,0.000342217,-0.019390582
8/14/2000,0.0054,0.009708738,0.001643761,0.013748067,0.003780717,-0.000996158,-0.006414368,0.028954802
8/15/2000,-0.0077,0.004487179,0.007202443,-0.002034243,-0.004603472,0,-0.003098773,-0.006177076
8/16/2000,-0.0041,-0.005105297,0.002172437,-0.002717853,0,0.003846154,0.007814186,0.003453039
8/17/2000,0.0034,0.003207184,0.00135483,0.008175779,-0.001471515,0.000425713,4.28E-05,0.019958706
8/18/2000,0.0053,-0.00511509,-0.009561178,-0.00135158,0.006105262,-0.001276596,0.001456415,0.025641026
8/21/2000,0.0048,-0.014138817,-0.004553527,0.004060227,-0.001883239,-0.00241443,0.012703708,0.015789474
8/22/2000,-0.0057,0.004563233,-0.004116921,0,0.001677148,-0.002420273,-0.009376584,-0.025259067
8/23/2000,-0.0031,-0.001297859,0.002480364,0.002695872,0.010464627,-0.003710575,0.003197749,0.043853821
8/24/2000,-0.0054,0.007147498,0.001832761,0.00336078,0.00041425,0.002578427,-0.002125037,-0.028007638
8/25/2000,0.0054,0.000645161,0.000274411,-0.002009714,0,0.001571653,0.0034073,0.008513425
8/28/2000,0.0009,-0.003223727,-0.002469023,0.004027521,-0.008488611,0,0.002122331,0.042857143
8/29/2000,0.0046,0.02457956,-0.007058716,-0.000668561,-0.005846731,-0.001426534,-0.001270702,-0.006849315
8/30/2000,0.0013,0.007575758,0.000184647,-0.009366115,0.00063012,0.001,0.006361593,0.038244514
8/31/2000,0.0038,0,-0.004615314,0.012156002,0.014903438,0.005994006,-0.000421425,-0.014492754
9/1/2000,0.0033,0.003132832,0.011035378,0.001334445,0.009720783,-0.001844233,0.002740419,0.012867647
9/4/2000,0.0004,,,,,,,
9/5/2000,0.0073,0.018738289,-0.010089429,-0.007996002,0.000614502,-0.001705514,0.005423814,0.031457955
9/6/2000,0.0107,-0.005518087,-0.017141533,-0.01209068,-0.00696008,-0.002562642,0.005394555,0.053372434
9/7/2000,-0.0019,0.004932182,0.002922461,0.008839028,-0.004947432,-0.00028547,-0.001913318,0.030066815
9/8/2000,-0.0085,0.007361963,-0.003853927,-0.007413648,0.003936191,-0.00128498,-0.003625604,-0.087567568
9/11/2000,0.0046,0.003045067,-0.010379807,-0.002716007,-0.00577796,-0.000285919,0.005646409,0.082938389
9/12/2000,-0.0029,0.018822101,0.003814064,-0.006808511,0,-0.000286,-0.001081351,-0.036105033
9/13/2000,0.0001,-0.000595948,-0.00132985,0.002742074,0.008717308,-0.000143041,0.002123407,-0.038592509
9/14/2000,-0.0008,-0.000596303,0.003043706,-0.003418219,-0.007818928,-0.000715308,0.006315177,0.021251476
9/15/2000,0.005,-0.006563246,-0.008629273,-0.013719774,-0.0060141,-0.000286328,-0.000495438,0.086705202
9/18/2000,-0.0002,-0.002402402,-0.001721747,-0.011128499,-0.003129563,-0.001288844,0.00392416,0.038297872
9/19/2000,-0.0063,0.003612282,-0.002395439,0.008440302,0.00251151,0.000716949,0.003703094,-0.028688525
9/20/2000,0.0002,-0.023995201,-0.003553763,-0.006277245,-0.006054278,-0.004155323,-0.001516766,0.00685654
9/21/2000,-0.0094,0.028887523,0.009928189,-0.000701878,0.004200797,0.001582734,-0.001272735,-0.04924044
9/22/2000,-0.0193,-0.007168459,0.019756621,0,0.005856514,0.002154863,-0.005508509,-0.062809917
9/25/2000,-0.0029,0.008423586,-0.005896392,-0.008428446,0.001663547,0.003010321,0.005456349,-0.049382716
9/26/2000,-0.0044,-0.01372315,0.008849974,-0.00991677,0.006643137,-0.000285837,0.002055583,-0.003710575
9/27/2000,-0.0008,-0.002419843,0.001119873,0.002861742,-0.001649824,0.006004289,-0.000123082,0.001241465
9/28/2000,-0.0067,-0.003032141,-0.001677931,0.020688425,0,-0.003978968,-0.012309712,-0.065096094
9/29/2000,-0.0002,0.001824818,0.000280125,-0.015376551,0.002478826,-0.002853474,0.001412488,0.024535809
10/2/2000,0.0046,-0.026108075,-0.003453909,0.002129547,-0.000824232,-0.000858492,0.005973864,0.074433657
10/3/2000,-0.0002,0.00436409,-0.004121587,-0.011333451,-0.008042893,-0.002148074,-8.25E-05,-0.00060241
10/4/2000,-0.0046,-0.004345127,0.000470301,0.006448146,-0.003118502,-0.002296211,-0.002062111,-0.036769138
10/5/2000,0.0002,0.014962594,-0.005358906,0.004983093,0.006256516,0.000287687,-0.005496549,-0.043804756
10/6/2000,0.0019,-0.006142506,-0.001134269,-0.021958562,0.006010361,-0.001869428,-0.005402261,0.02421466
10/9/2000,0.0051,-0.011742892,,-0.007242441,,0.001152572,0.005515167,0.060063898
10/10/2000,-0.0007,0.011257036,0.003217412,-0.018238191,0.004120312,0.003165923,-0.000249314,0.073538276
10/11/2000,0.0076,-0.004329004,-0.002546809,-0.008916961,0.004308575,-0.00301248,0.012468828,0.009545199
10/12/2000,0.0131,-0.02484472,-0.005768594,-0.025492034,0.010214502,0.008345324,0.007471264,0.137931034
10/13/2000,-0.0015,0.013375796,-0.008655538,0.030775149,0,-0.005707763,-0.002811507,-0.069892473
10/16/2000,-0.0053,0.001885607,-0.00412569,0.005224855,-0.002831142,-0.001291619,-0.006088342,-0.050446663
10/17/2000,0.0019,-0.013801757,0.005587938,-0.023760906,0.011559518,-0.000718494,0.0024667,0.014941893
10/18/2000,0.0079,-0.013994911,-0.01657485,-0.005324206,0,-0.001150417,-0.007833005,-0.005452563
10/19/2000,-0.0069,0.001290323,0.004968581,0.037468935,0.001403368,-0.000431903,-0.010870913,-0.032346491
10/20/2000,0.002,-0.014175258,-0.001551064,0.006633499,0.005605604,0.0014403,-0.000793982,0.039660057
10/23/2000,0.0038,0.007189542,-0.006310986,0.004393191,0.007963366,-0.001869697,0.005771402,0.021253406
10/24/2000,-0.0048,-0.002595717,0.001465631,-0.009476946,-0.005925339,0.000144092,-0.009979625,-0.028815368
10/25/2000,0.0068,-0.01691607,-0.009268745,-0.022079117,-0.008146233,-0.006051001,-0.006930152,-0.012637363
10/26/2000,0.0023,-0.027796161,0.001280221,-0.002257761,-0.000801282,-0.001884331,-0.000761293,0.019476906
10/27/2000,-0.0122,0.01701838,0.01062208,0.022628701,-0.006415395,-0.001016555,-0.004232625,-0.062772926
10/30/2000,0.0028,0.000669344,0.00253029,0.008851189,-0.002219531,-0.00014537,-0.006673468,-0.009318579
10/31/2000,-0.0063,0.005351171,0.006309761,0.020471577,-0.006066733,0.000872347,0.000470709,0.002939447
11/1/2000,-0.0054,-0.0166334,0.011479284,-0.006448146,0.004069175,-0.001452644,0.008340462,0.004689332
11/2/2000,-0.0007,0.00270636,-0.000572219,0.002163332,0.002836879,0.000727379,0.003393425,-0.032672112
11/3/2000,-0.0122,0.000674764,0.004580371,0.000719554,-0.015760756,0.00029074,0.007017544,0.019903498
11/6/2000,0.0019,-0.014834794,-0.004464498,0.007190365,-0.005953601,-0.000145328,-0.002854624,0.005322295
11/7/2000,-0.0005,0.004106776,0.000763322,-0.001427807,0.000619579,-0.000872093,0.009935587,0.017058824
11/8/2000,0.0032,0.007498296,-0.006197264,-0.022162645,0.00247678,0.00101833,0.010213014,0.001156738
11/9/2000,0.0052,0.00608931,0.010265266,-0.00658015,0.009470864,0.001162622,0.004167698,0.028307337
11/10/2000,0.0051,-0.00268998,-0.004178339,-0.022815087,0.002855394,-0.002032225,0.000246558,-0.01011236
11/13/2000,0.0127,-0.023600809,-0.000858246,-0.010544154,0.0050844,-0.000290909,0.008791751,0.002270148
11/14/2000,0.0009,0.008977901,-0.003435934,0.026641294,0.002225819,0.000145497,0.012054571,-0.01189128
11/15/2000,0.0084,-0.000684463,0.000766173,0.002224282,0.006460729,0.000290951,0.009214921,0.017191977
11/16/2000,0.0036,-0.009589041,-0.005550505,-0.013316072,0.005015044,0.001018034,-0.017663477,-0.009577465
11/17/2000,0.0032,0.006224066,-0.004426695,-0.005998126,-0.003592813,-0.000145285,0.01197386,0.029010239
11/20/2000,0.0118,0.000687285,0.001643227,-0.017348671,0.00420673,0.00087184,0.006136692,-0.028745163
11/21/2000,0.0029,0.004120879,-0.00588661,0.006140856,0.000797925,-0.00101626,0.007813434,0.009675583
11/22/2000,0.0103,-0.009575923,0.001261952,-0.024413504,0.009168824,0.000871966,0.00601242,0.002818489
11/23/2000,0.0002,,,,,,,
11/24/2000,0.0051,,-0.004459741,0.017986315,-0.004345249,,,
11/27/2000,-0.0142,0.029005525,0.011394069,0.00921836,-0.00059512,0.00522724,0.00117957,0.004496908
11/28/2000,-0.003,0.013422819,0.004429252,-0.015223597,0.009924571,-0.00072223,-0.004909084,-0.019026301
11/29/2000,0.0157,0,0.001533816,-0.003091787,0.005503143,-0.004336513,0.001223459,0.011409013
11/30/2000,0.0119,-0.014569536,0.013208902,-0.010854817,0.016028143,0.005371661,0.011825456,-0.020304569
12/1/2000,-0.0082,0.017473118,0.005857069,0,-0.010773372,-0.002021661,0.008064202,-0.038572251
12/4/2000,0.0015,0.004623514,0.008546607,0.007054674,0,0.00274924,0.022298655,-0.008982036
12/5/2000,0.0066,0.009204471,-0.006425478,0.03502627,0.014196807,-0.000721501,-0.003213246,-0.026586103
12/6/2000,0.0058,0.011074919,0.009559961,-0.015792442,0.015148606,0.005776173,0.025219964,0.024829299
12/7/2000,0.0044,0.004510309,-0.001949589,-0.012989494,0.000755572,-0.0017229,-0.004808937,-0.018170806
12/8/2000,-0.0056,0.012828736,-0.005395098,0.000774144,-0.008116268,-0.001438228,0.008028844,-0.003084516
12/11/2000,-0.0139,0.000633312,-0.005517886,0.035583059,-0.002664129,-0.002880599,0.033113315,0.02970297
12/12/2000,0.0025,-0.008227848,0.002821272,-0.003734827,0.003434458,0.000144446,-0.026805154,-0.008413462
12/13/2000,0.012,-0.002552648,-0.004220003,-0.016494845,0.011599161,-0.002888504,-0.007555197,-0.052727273
12/14/2000,0.015,0.01087652,0.012431134,-0.015246808,0.009586464,0.000434531,-0.008388766,-0.033909149
